Original_ID,SMILES,Source,InChIKey,MW,LogP,TPSA,RotBonds,Activity_Label
CHEMBL3109128,Nc1cccc(-c2nc(N3CCOCC3)c3ncccc3n2)c1,ChEMBL,OATNLNQDKBCRMU-UHFFFAOYSA-N,307.357,2.1106,77.16,2,Active
CHEMBL3109127,OCc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,ChEMBL,STKQYCIYWSDBHR-UHFFFAOYSA-N,322.368,2.0207,71.37,3,Active
CHEMBL3109126,OCc1cccc(-c2nc(N3CCOCC3)c3ncccc3n2)c1,ChEMBL,XXWFFCFOQNPIOZ-UHFFFAOYSA-N,322.368,2.0207,71.37,3,Active
CHEMBL3109123,Oc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1,ChEMBL,DUOYAQJOFYTACW-UHFFFAOYSA-N,308.341,2.234,71.37,2,Active
CHEMBL3109121,C[C@@H]1CN(c2nc(-c3cccc(O)c3)nc3cccnc23)C[C@H](C)O1,ChEMBL,KBLPKWQHUKCBAS-BETUJISGSA-N,336.3950000000001,3.011000000000001,71.37,2,Active
CHEMBL3109116,Oc1cccc(-c2nc(N3CCOCC3)c3ncccc3n2)c1,ChEMBL,AEZTZVXEQNZMAV-UHFFFAOYSA-N,308.34099999999995,2.234,71.37,2,Active
CHEMBL3112720,COc1ncc(-c2ccc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,ChEMBL,WUPAMXPGAGXOBC-UHFFFAOYSA-N,457.4620000000001,3.670020000000002,120.09,5,Active
CHEMBL3112718,COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,ChEMBL,PXMBVEZQNFLFAI-UHFFFAOYSA-N,458.4500000000001,3.0650200000000005,132.98,5,Active
CHEMBL3112717,COc1ccc(-c2cc3c(C)nc(N)nc3n2[C@H]2CC[C@H](OCCO)CC2)cn1,ChEMBL,YNFRHXFULXJLML-WKILWMFISA-N,397.4790000000002,2.885120000000001,108.31000000000002,6,Active
CHEMBL3112716,COc1ccc(-c2cn([C@H]3CC[C@H](OCCO)CC3)c3nc(N)nc(C)c23)cn1,ChEMBL,GFLOESCMAVVOIE-WKILWMFISA-N,397.47900000000016,2.885120000000001,108.31,6,Active
CHEMBL3112732,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1NS(=O)(=O)C1CC1,ChEMBL,HVDDYRBUYWLIJP-UHFFFAOYSA-N,469.5670000000003,3.376920000000002,129.2,6,Active
CHEMBL3112731,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1NS(C)(=O)=O,ChEMBL,GFUYPEQRMJBHJN-UHFFFAOYSA-N,443.5290000000002,2.8443200000000006,129.2,5,Active
CHEMBL3112728,Cc1nc(N)cc2c1cc(-c1cnc3[nH]ncc3c1)c(=O)n2C1CCCC1,ChEMBL,BNIPUKZJMJVTAM-UHFFFAOYSA-N,360.4210000000002,3.3405200000000024,102.48000000000002,2,Active
CHEMBL3112727,Cc1nc(N)cc2c1cc(-c1cnc3[nH]cnc3c1)c(=O)n2C1CCCC1,ChEMBL,BDQILVSATHMCPZ-UHFFFAOYSA-N,360.4210000000002,3.3405200000000024,102.48000000000002,2,Active
CHEMBL3112726,Cc1nc(N)cc2c1cc(-c1cnc3c(ccn3C)c1)c(=O)n2C1CCCC1,ChEMBL,NDJWGRGPGLHPHE-UHFFFAOYSA-N,373.4600000000002,3.9559200000000025,78.72999999999999,2,Active
CHEMBL3112725,Cc1nc(N)cc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CCCC1,ChEMBL,BRZQAAMDZKUIKF-UHFFFAOYSA-N,359.4330000000002,3.945520000000003,89.59,2,Active
CHEMBL3112724,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cc1F,ChEMBL,WAKLEFTXKDORMM-UHFFFAOYSA-N,368.41200000000015,3.611920000000002,83.03,3,Active
CHEMBL3112723,COc1ncc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cn1,ChEMBL,CWSMIDDZDWUJJY-UHFFFAOYSA-N,351.41000000000014,2.867820000000001,95.92,3,Active
CHEMBL3112722,COc1ccc(-c2cc3c(C)nc(N)cc3n(C3CCCC3)c2=O)cn1,ChEMBL,OJAJVGWQYLXBNK-UHFFFAOYSA-N,350.42200000000014,3.4728200000000022,83.03,3,Active
CHEMBL2057725,COc1ccc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)cn1,ChEMBL,CKLJHQGTKDVDQX-UHFFFAOYSA-N,351.41000000000014,2.867820000000001,95.92,3,Active
CHEMBL3112721,COc1ccc(-c2cc3c(C)nc(N)cc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,ChEMBL,BSOQJARDANKISZ-QAQDUYKDSA-N,424.50100000000026,2.850320000000001,112.49,6,Active
CHEMBL1234354,COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,ChEMBL,XDLYKKIQACFMJG-WKILWMFISA-N,425.48900000000026,2.2453200000000004,125.38,6,Active
CHEMBL3112867,C[C@@H]1Cc2ccccc2N1C(=O)Cc1nc(=O)cc(N2CCOCC2)[nH]1,ChEMBL,UAXHPOBBKRWJGA-CYBMUJFWSA-N,354.4100000000001,1.1267999999999998,78.53,3,Active
CHEMBL3112866,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(=O)cc(N2CCOCC2)[nH]1,ChEMBL,UAXHPOBBKRWJGA-ZDUSSCGKSA-N,354.4100000000001,1.1267999999999998,78.53,3,Active
CHEMBL3112865,CC1(C)CN(C(=O)Cc2nc(=O)cc(N3CCOCC3)[nH]2)c2ccccc21,ChEMBL,SONKMXSQGHFTFK-UHFFFAOYSA-N,368.43700000000007,1.4734,78.53,3,Active
