Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type,InChIKey,MW,LogP,TPSA,RotBonds
CHEMBL1957848,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3)ccn12,4000.0,nM,>,4.0,PASS,ChEMBL,IC50,FQPKUBYUHINQBQ-UHFFFAOYSA-N,344.8020000000001,2.034299999999999,51.77000000000001,3
CHEMBL1957849,O=c1cc(N2CCOCC2)nc2n(Cc3ccc(Cl)cc3)ccn12,4000.0,nM,>,4.0,PASS,ChEMBL,IC50,BOILDBASEKUBPD-UHFFFAOYSA-N,344.802,2.0342999999999996,51.77000000000001,3
CHEMBL1957850,Cc1ccccc1Cn1ccn2c(=O)cc(N3CCOCC3)nc12,4000.0,nM,=,4.0,PASS,ChEMBL,IC50,NIKZHXWCQGUKKR-UHFFFAOYSA-N,324.3840000000001,1.6893200000000002,51.769999999999996,3
CHEMBL1957851,Cc1cccc(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)c1,4000.0,nM,=,4.0,PASS,ChEMBL,IC50,VIIPRIGPMMNKHX-UHFFFAOYSA-N,324.3840000000001,1.68932,51.769999999999996,3
CHEMBL1957852,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(C(F)(F)F)c3)ccn12,6300.0,nM,=,6.3,PASS,ChEMBL,IC50,QRXNLIGZNSTYED-UHFFFAOYSA-N,378.35400000000004,2.3997,51.77000000000001,3
CHEMBL1957853,O=c1cc(N2CCOCC2)nc2n(Cc3ccc(Cl)c(Cl)c3)ccn12,1300.0,nM,>,1.3,PASS,ChEMBL,IC50,WUDSDJMJLCBDLN-UHFFFAOYSA-N,379.247,2.6877000000000004,51.77000000000001,3
CHEMBL1957854,O=c1cc(N2CCOCC2)nc2n(Cc3ccc(F)c(Cl)c3)ccn12,3200.0,nM,=,3.2,PASS,ChEMBL,IC50,BVGKBKHOLCLQFL-UHFFFAOYSA-N,362.7920000000001,2.173399999999999,51.77000000000001,3
CHEMBL1957840,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,500.0,nM,=,0.5,PASS,ChEMBL,IC50,YGCPMTVIAJZRNZ-UHFFFAOYSA-N,379.2470000000001,2.6877000000000004,51.77000000000001,3
CHEMBL1957841,O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12,630.0,nM,=,0.63,PASS,ChEMBL,IC50,QWHPGKXSNCLNSL-UHFFFAOYSA-N,360.4170000000001,2.5341000000000005,51.77000000000001,3
CHEMBL1957855,Cc1c(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F,1000.0,nM,=,1.0,PASS,ChEMBL,IC50,SHFNZWGTTMHHKB-UHFFFAOYSA-N,392.381,2.708120000000001,51.769999999999996,3
CHEMBL1957856,Cc1cn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl,800.0,nM,=,0.8,PASS,ChEMBL,IC50,SQIHDUNGUKRZME-UHFFFAOYSA-N,393.274,2.9961200000000012,51.77,3
CHEMBL1957857,Cc1c(Cn2c(C)cn3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F,2000.0,nM,=,2.0,PASS,ChEMBL,IC50,UOYCMRSNQQOELB-UHFFFAOYSA-N,406.408,3.016540000000001,51.769999999999996,3
CHEMBL1957858,CCc1cn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(C(F)(F)F)c1C,1600.0,nM,=,1.6,PASS,ChEMBL,IC50,ZHTQEYBVQUWXBP-UHFFFAOYSA-N,420.43500000000006,3.270520000000001,51.77,4
CHEMBL1957860,Cc1c(C)n2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl,1600.0,nM,=,1.6,PASS,ChEMBL,IC50,DCNAOEZNPKEETM-UHFFFAOYSA-N,407.30100000000004,3.304540000000001,51.77,3
CHEMBL1957861,Cc1c(Cn2c(C)c(C)n3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F,4000.0,nM,>,4.0,PASS,ChEMBL,IC50,OPPWXPBWFXJSQN-UHFFFAOYSA-N,420.43500000000006,3.3249600000000017,51.769999999999996,3
CHEMBL1957862,O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)c3ccccc3n12,4000.0,nM,>,4.0,PASS,ChEMBL,IC50,SNCCTCHDKTWTRJ-UHFFFAOYSA-N,410.47700000000015,3.6873000000000022,51.77000000000001,3
CHEMBL1957863,Cc1c(Cn2c3ccccc3n3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F,4000.0,nM,>,4.0,PASS,ChEMBL,IC50,FAIJIDJLCPUEEX-UHFFFAOYSA-N,442.4410000000001,3.8613200000000028,51.769999999999996,3
CHEMBL1957864,O=c1c(F)c(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,790.0,nM,=,0.79,PASS,ChEMBL,IC50,UMOMABKQZQXMHW-UHFFFAOYSA-N,397.237,2.8268000000000004,51.77000000000001,3
CHEMBL1955886,O=c1nc(N2CCOCC2)cc2n(Cc3cccc(Cl)c3Cl)ccn12,4000.0,nM,>,4.0,PASS,ChEMBL,IC50,KPEHNRYQSSGARF-UHFFFAOYSA-N,379.2470000000001,2.6877000000000004,51.77000000000001,3
CHEMBL1957865,Cc1c(Cn2ccn3c(=O)nc(N4CCOCC4)cc23)cccc1C(F)(F)F,4000.0,nM,>,4.0,PASS,ChEMBL,IC50,CPOSSPYZTUNDSV-UHFFFAOYSA-N,392.381,2.708120000000001,51.769999999999996,3
CHEMBL1957866,CC1CN(c2cc(=O)n3ccn(Cc4cccc(Cl)c4Cl)c3n2)CCO1,1600.0,nM,=,1.6,PASS,ChEMBL,IC50,JDQCHVPEXLIUAD-UHFFFAOYSA-N,393.2740000000002,3.076200000000001,51.77000000000001,3
CHEMBL1957867,CC1(C)CN(c2cc(=O)n3ccn(Cc4cccc(Cl)c4Cl)c3n2)CCO1,630.0,nM,=,0.63,PASS,ChEMBL,IC50,DLFJDTZVMJKBQH-UHFFFAOYSA-N,407.30100000000016,3.466300000000002,51.77000000000001,3
CHEMBL1957868,Cc1c(Cn2ccn3c(=O)cc(N4CCOC(C)C4)nc23)cccc1C(F)(F)F,790.0,nM,=,0.79,PASS,ChEMBL,IC50,VYOJFSXRCPAYQT-UHFFFAOYSA-N,406.4080000000001,3.0966200000000015,51.769999999999996,3
CHEMBL1957869,Cc1c(Cn2ccn3c(=O)cc(N4CCO[C@@H](C)C4)nc23)cccc1C(F)(F)F,2000.0,nM,>,2.0,PASS,ChEMBL,IC50,VYOJFSXRCPAYQT-ZDUSSCGKSA-N,406.4080000000001,3.0966200000000015,51.769999999999996,3
CHEMBL1957870,Cc1c(Cn2ccn3c(=O)cc(N4CCO[C@H](C)C4)nc23)cccc1C(F)(F)F,400.0,nM,=,0.4,PASS,ChEMBL,IC50,VYOJFSXRCPAYQT-CYBMUJFWSA-N,406.4080000000001,3.0966200000000015,51.769999999999996,3
CHEMBL1957871,O=c1cc(N2CCOC(CO)C2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,1000.0,nM,=,1.0,PASS,ChEMBL,IC50,PCCNUJFGAYAVOF-UHFFFAOYSA-N,409.2730000000001,2.0485999999999995,72.0,4
CHEMBL1957872,Cc1c(Cn2ccn3c(=O)cc(C4=CCOCC4)nc23)cccc1C(F)(F)F,4000.0,nM,>,4.0,PASS,ChEMBL,IC50,JLRLJOUKICPOHH-UHFFFAOYSA-N,389.377,3.675220000000003,48.53,3
CHEMBL1957873,Cc1c(Cn2ccn3c(=O)cc(C4CCOCC4)nc23)cccc1C(F)(F)F,3900.0,nM,>,3.9,PASS,ChEMBL,IC50,UAYQMCWGQUVLNM-UHFFFAOYSA-N,391.393,3.765520000000003,48.53,3
CHEMBL1957874,O=c1cc(N2CCSCC2)nc2n(Cc3cccc(Cl)c3Cl)ccn12,3200.0,nM,>,3.2,PASS,ChEMBL,IC50,KVJAJXLSHRNNLR-UHFFFAOYSA-N,395.3150000000001,3.404300000000002,42.540000000000006,3
CHEMBL2018214,Cc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl,630.0,nM,=,0.63,PASS,ChEMBL,IC50,JERUPDZCEQJOGZ-UHFFFAOYSA-N,394.26200000000006,2.39112,64.66,3
CHEMBL2018215,CSc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(Cl)c1Cl,1600.0,nM,=,1.6,PASS,ChEMBL,IC50,QZBWMSUPQAMTOI-UHFFFAOYSA-N,426.32900000000006,2.8046000000000006,64.66,4
CHEMBL2018216,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)c(C3CC3)nn12,2500.0,nM,=,2.5,PASS,ChEMBL,IC50,KTMLCPCWNLTDRL-UHFFFAOYSA-N,420.30000000000024,2.9601000000000006,64.66000000000001,4
CHEMBL2018217,Cc1nn2c(=O)cc(N3CCOC(C)C3)nc2n1Cc1cccc(Cl)c1Cl,320.0,nM,=,0.32,PASS,ChEMBL,IC50,XAWLMFFLUSASPB-UHFFFAOYSA-N,408.2890000000001,2.7796200000000004,64.66,3
CHEMBL2018218,CSc1nn2c(=O)cc(-c3ccncc3)nc2n1Cc1cccc(Cl)c1Cl,400.0,nM,=,0.4,PASS,ChEMBL,IC50,IZSDHGXDTMEXJI-UHFFFAOYSA-N,418.3090000000002,4.030000000000003,65.08000000000001,4
CHEMBL2018219,Cc1c(Cn2c(C)nn3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F,630.0,nM,=,0.63,PASS,ChEMBL,IC50,ZUZPKPRXZFEGST-UHFFFAOYSA-N,407.3960000000001,2.4115400000000005,64.66,3
CHEMBL2018220,CSc1nn2c(=O)cc(N3CCOCC3)nc2n1Cc1cccc(C(F)(F)F)c1C,320.0,nM,=,0.32,PASS,ChEMBL,IC50,JGXLVHIJLDKGLV-UHFFFAOYSA-N,439.4630000000001,2.8250200000000003,64.66,4
CHEMBL2018221,Cc1c(Cn2c(C3CC3)nn3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F,2500.0,nM,=,2.5,PASS,ChEMBL,IC50,PDMGPKZGKAXAHK-UHFFFAOYSA-N,433.43400000000014,2.980520000000001,64.66,4
CHEMBL2018222,Cc1c(Cn2c(C)nn3c(=O)cc(N4CCOC(C)C4)nc23)cccc1C(F)(F)F,400.0,nM,=,0.4,PASS,ChEMBL,IC50,PWCCAWLTAYDKPM-UHFFFAOYSA-N,421.4230000000001,2.800040000000001,64.66,3
CHEMBL2018360,CSc1nn2c(=O)cc(N3CCOC(C)C3)nc2n1Cc1cccc(C(F)(F)F)c1C,1300.0,nM,=,1.3,PASS,ChEMBL,IC50,FDRLQAARBPYKTJ-UHFFFAOYSA-N,453.4900000000001,3.2135200000000017,64.66,4
CHEMBL2018676,O=S(=O)(c1ccccc1)c1nc2ccccc2nc1N1CCOCC1,440.0,nM,=,0.44,PASS,ChEMBL,IC50,YYGGKZVZBZYCCL-UHFFFAOYSA-N,355.4190000000002,2.2992,72.39,3
CHEMBL2018677,O=S(=O)(c1ccccc1)c1nc2ccccc2nc1N1CCC(O)CC1,79.0,nM,=,0.079,PASS,ChEMBL,IC50,RHAYYEPUCOAIQU-UHFFFAOYSA-N,369.4460000000002,2.4237,83.39,3
CHEMBL2018680,O=S(=O)(c1ccc(Br)cc1)c1nc2ccccc2nc1N1CCC(O)CC1,25.0,nM,=,0.025,PASS,ChEMBL,IC50,RGQAORGLDQFYED-UHFFFAOYSA-N,448.34200000000027,3.1862000000000013,83.39,3
CHEMBL2017647,N#Cc1c(N2CCOCC2)sc(C(N)=O)c1-c1ccc(Cl)cc1,760.0,nM,=,0.76,PASS,ChEMBL,IC50,FBFUAHVOMNDGJW-UHFFFAOYSA-N,347.827,2.875680000000001,79.35,3
CHEMBL2017648,N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(Cl)cc1,73.0,nM,=,0.073,PASS,ChEMBL,IC50,ZKIFWXXJISFGDP-UHFFFAOYSA-N,371.85300000000007,3.561880000000002,77.83,3
CHEMBL2017653,N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(Cl)cc1Cl,35.0,nM,=,0.035,PASS,ChEMBL,IC50,XPMQWMAEFFQIRZ-UHFFFAOYSA-N,406.2980000000001,4.215280000000003,77.83,3
CHEMBL2017654,N#Cc1ccc(-c2c(-c3nc[nH]n3)sc(N3CCOCC3)c2C#N)c(F)c1,79.0,nM,=,0.079,PASS,ChEMBL,IC50,MUENOTXSRZEFJV-UHFFFAOYSA-N,380.4080000000002,2.9192600000000013,101.62,3
CHEMBL2017965,Nc1cc(Cl)c(-c2cc(Nc3cnc4ccccc4c3)nc(N3CCOCC3)n2)cn1,2.4,nM,=,0.0024,PASS,ChEMBL,IC50,NRNZCAGCZRAMRQ-UHFFFAOYSA-N,433.9030000000003,3.902600000000003,102.08,4
CHEMBL2017966,N#Cc1cc(N)ncc1-c1cc(Nc2cnc3ccccc3c2)nc(N2CCOCC2)n1,4.1,nM,=,0.0040999999999999,PASS,ChEMBL,IC50,HLWTXVAXGWFIGD-UHFFFAOYSA-N,424.4680000000003,3.1208800000000014,125.87,4
CHEMBL2017967,Nc1cc(C(F)(F)F)c(-c2cc(Nc3cnc4ccccc4c3)nc(N3CCOCC3)n2)cn1,21.0,nM,=,0.021,PASS,ChEMBL,IC50,LVCJAUJVUSXEMD-UHFFFAOYSA-N,467.4550000000003,4.268000000000004,102.08,4
CHEMBL2017969,Nc1nc(=O)c(-c2cc(Nc3cnc4ccccc4c3)nc(N3CCOCC3)n2)c[nH]1,7.4,nM,=,0.0074,PASS,ChEMBL,IC50,UVQOEYYQNJINOI-UHFFFAOYSA-N,416.4450000000002,1.9374999999999998,134.94,4
CHEMBL2017970,Nc1ncc(-c2cc(Nc3cnc4ccccc4c3)nc(N3CCOCC3)n2)c(C(F)(F)F)n1,2.2,nM,=,0.0022,PASS,ChEMBL,IC50,FPTHADCMMLSUJU-UHFFFAOYSA-N,468.44300000000027,3.663000000000002,114.97,4
CHEMBL2016592,Cc1nc(N)ncc1-c1cc(Nc2cnc3ccccc3c2)nc(N2CCOCC2)n1,8.0,nM,=,0.008,PASS,ChEMBL,IC50,XRPFZLXKAPBQOJ-UHFFFAOYSA-N,414.4730000000003,2.9526200000000014,114.97,4
CHEMBL2017971,Nc1ncc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,18.4,nM,=,0.0184,PASS,ChEMBL,IC50,WUQFEMGACGWUFQ-UHFFFAOYSA-N,343.3910000000001,0.1889999999999996,102.52,3
CHEMBL2017972,Nc1cc(Cl)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,34.0,nM,=,0.034,PASS,ChEMBL,IC50,JKVGJGBIUVYAIV-UHFFFAOYSA-N,376.8480000000001,1.4473999999999998,89.63,3
CHEMBL2017973,N#Cc1cc(N)ncc1-c1cc(N2CCOCC2)nc(N2CCOCC2)n1,68.0,nM,=,0.068,PASS,ChEMBL,IC50,SQQHRHWAOFNFOE-UHFFFAOYSA-N,367.4130000000002,0.6656799999999998,113.42,3
CHEMBL2017974,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,30.0,nM,=,0.03,PASS,ChEMBL,IC50,CWHUFRVAEUJCEF-UHFFFAOYSA-N,410.4000000000002,1.8128000000000002,89.63,3
CHEMBL2017975,Nc1ncc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c(N)n1,23.0,nM,=,0.023,PASS,ChEMBL,IC50,BURJZXYDAYWVQP-UHFFFAOYSA-N,358.4060000000001,-0.22879999999999845,128.54,3
CHEMBL2017976,Nc1nc(=O)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c[nH]1,15.0,nM,=,0.015,PASS,ChEMBL,IC50,FKMCCIFWUAKGRD-UHFFFAOYSA-N,359.3900000000001,-0.5176999999999994,122.49000000000001,3
CHEMBL2017977,Nc1ncc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c(C(F)(F)F)n1,14.0,nM,=,0.014,PASS,ChEMBL,IC50,FLZJMDDNGUIYDW-UHFFFAOYSA-N,411.3880000000001,1.2077999999999998,102.52,3
CHEMBL2030451,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NC(=O)Nc3ccc(F)cc3)cc2)n1,565.0,nM,=,0.565,PASS,ChEMBL,IC50,CTTXJIASTBIXRL-UHFFFAOYSA-N,485.54100000000005,3.307900000000001,113.52,6
CHEMBL2030447,C[C@@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc3[nH]ccc3c2)n1,5300.0,nM,=,5.3,PASS,ChEMBL,IC50,XMHSFTLIAYTIQQ-CYBMUJFWSA-N,386.4770000000001,2.3946000000000005,88.17999999999999,4
CHEMBL2029359,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cnc3[nH]ccc3c2)n1,980.0,nM,=,0.98,PASS,ChEMBL,IC50,ZQAXZFDFIFNDJG-UHFFFAOYSA-N,373.438,1.4010999999999993,101.07000000000001,4
CHEMBL2030445,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]cnc3c2)n1,1060.0,nM,=,1.06,PASS,ChEMBL,IC50,FQGJJMJBPHPEQO-UHFFFAOYSA-N,373.438,1.4010999999999998,101.07,4
CHEMBL2030443,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cccc(CO)c2)n1,2050.0,nM,=,2.05,PASS,ChEMBL,IC50,SDAVLBYUVPQGLR-UHFFFAOYSA-N,363.439,1.0171000000000001,92.62,5
CHEMBL2030439,O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccc(F)cc1,7600.0,nM,=,7.6,PASS,ChEMBL,IC50,JAUIOJAQQTUDNL-UHFFFAOYSA-N,414.462,2.488200000000001,85.28,5
CHEMBL2059907,CC(=O)Nc1nc2ccc(-c3cncc(S(C)(=O)=O)c3)cn2n1,3981.07,nM,=,3.98107,PASS,ChEMBL,IC50,RCRCKEODQLBHAY-UHFFFAOYSA-N,331.357,1.1531999999999996,106.32000000000001,3
CHEMBL2059908,CS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,10000.0,nM,=,10.0,PASS,ChEMBL,IC50,NEEIFTJBPMCSFH-UHFFFAOYSA-N,289.32,0.777,103.24,2
CHEMBL2059909,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,2511.89,nM,=,2.51189,PASS,ChEMBL,IC50,YKJGGEMOMSRCDT-UHFFFAOYSA-N,346.41600000000005,1.4502999999999995,115.27,3
CHEMBL2059910,CNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,5011.87,nM,<,5.01187,PASS,ChEMBL,IC50,MMOOFFFQYJLTLQ-UHFFFAOYSA-N,403.46800000000013,1.6193999999999995,130.38,4
CHEMBL2059912,CN(C)CCNC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NC(C)(C)C)c3)cn2n1,5011.87,nM,<,5.01187,PASS,ChEMBL,IC50,CBUZETZEKQQXJH-UHFFFAOYSA-N,460.5640000000002,1.5511999999999997,133.62,7
CHEMBL2057361,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCCc4ccccc4)nn3c2)c1,3162.28,nM,<,3.16228,PASS,ChEMBL,IC50,WCZUQCRTCZORNK-UHFFFAOYSA-N,493.5930000000002,3.232300000000002,130.38000000000002,7
CHEMBL2058172,COCCNC(=O)c1nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)cn2c1C,13.0,nM,=,0.013,PASS,ChEMBL,IC50,SACVGFNKAAPQIB-UHFFFAOYSA-N,412.45400000000006,0.28972000000000137,132.79,6
CHEMBL2058171,COCCNC(=O)c1cn2c(Cl)c(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,35.1,nM,=,0.0351,PASS,ChEMBL,IC50,XHUPVZYEIQWEGR-UHFFFAOYSA-N,432.87200000000024,0.6346999999999994,132.79,6
CHEMBL2058170,Nc1ncc(-c2cn3cc(C(=O)NC4CCOCC4)nc3c(N3CCOCC3)n2)cn1,34.0,nM,=,0.034,PASS,ChEMBL,IC50,BTFDKNWRSWJHKV-UHFFFAOYSA-N,424.46500000000026,0.5138999999999998,132.79,4
CHEMBL2058169,Nc1ncc(-c2cn3cc(C(=O)NCCN4CCOCC4)nc3c(N3CCOCC3)n2)cn1,34.3,nM,=,0.0343,PASS,ChEMBL,IC50,YRCSAIYINRCQAV-UHFFFAOYSA-N,453.5070000000003,-0.3328999999999982,136.02999999999997,6
CHEMBL2058167,COCCCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,26.0,nM,=,0.026,PASS,ChEMBL,IC50,RNCBJNZKIJGDKX-UHFFFAOYSA-N,412.4540000000003,0.3714000000000006,132.79,7
CHEMBL2058166,COCCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,14.0,nM,=,0.014,PASS,ChEMBL,IC50,IVKKCJGVURSPCR-UHFFFAOYSA-N,398.42700000000025,-0.01869999999999905,132.79,6
CHEMBL2058165,CN(C)CCCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,8.7,nM,=,0.0087,PASS,ChEMBL,IC50,SFSPGHQPOKAPPP-UHFFFAOYSA-N,425.4970000000003,0.2866000000000022,126.8,7
CHEMBL2058164,CN(C)CCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,30.3,nM,=,0.0303,PASS,ChEMBL,IC50,RNUXAEBDOWISMV-UHFFFAOYSA-N,411.47000000000025,-0.1034999999999977,126.8,6
CHEMBL2058163,NC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,1.8,nM,=,0.0018,PASS,ChEMBL,IC50,TVJKETGEPHVIPX-UHFFFAOYSA-N,340.3470000000002,-0.29600000000000004,137.55,3
CHEMBL1957505,CN(C)CCCNC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1,429.0,nM,=,0.429,PASS,ChEMBL,IC50,GOKBGUCIHYFXGK-UHFFFAOYSA-N,448.5310000000003,1.7906999999999997,103.68,7
CHEMBL2064482,COc1ccc(-c2ccc3nc(NC(C)=O)nn3c2)cc1OC,316.23,nM,=,0.31623,PASS,ChEMBL,IC50,RNJOUVJEMXMEDF-UHFFFAOYSA-N,312.32900000000006,2.3719,77.75,4
CHEMBL2064484,CC(=O)Nc1nc2ccc(-c3cccc(NS(C)(=O)=O)c3)cn2n1,5011.87,nM,=,5.01187,PASS,ChEMBL,IC50,XIROYTWPIXJVRC-UHFFFAOYSA-N,345.38400000000007,1.7261999999999997,105.46,4
CHEMBL2064485,CNS(=O)(=O)c1cccc(-c2ccc3nc(NC(C)=O)nn3c2)c1,10000.0,nM,<,10.0,PASS,ChEMBL,IC50,SFFTVLRJWDSCDH-UHFFFAOYSA-N,345.38400000000007,1.2628,105.46,4
CHEMBL2064489,CCCCNS(=O)(=O)c1cccc(-c2ccc3nc(NC(C)=O)nn3c2)c1,10000.0,nM,=,10.0,PASS,ChEMBL,IC50,JZPGQHIVOBRQCX-UHFFFAOYSA-N,387.4650000000001,2.4331000000000005,105.46,7
CHEMBL2064495,CC(=O)Nc1nc2ccc(-c3ccncc3)cn2n1,1584.89,nM,=,1.58489,PASS,ChEMBL,IC50,XVVVAPDDRXNAMX-UHFFFAOYSA-N,253.26500000000001,1.7496999999999996,72.18,2
CHEMBL2064496,CC(=O)Nc1nc2ccc(-c3sc(C)nc3C)cn2n1,6309.57,nM,=,6.30957,PASS,ChEMBL,IC50,ACSTVTRCQUFXES-UHFFFAOYSA-N,287.34799999999996,2.42804,72.18,2
CHEMBL2064498,CC(=O)Nc1nc2ccc(-c3ccsc3)cn2n1,199.53,nM,=,0.19953,PASS,ChEMBL,IC50,KUCZZOLXOHHCEA-UHFFFAOYSA-N,258.306,2.4162,59.290000000000006,2
CHEMBL2064499,COc1cncc(-c2ccc3nc(NC(C)=O)nn3c2)c1,3981.07,nM,<,3.98107,PASS,ChEMBL,IC50,BAAVWOXGCJSMPQ-UHFFFAOYSA-N,283.291,1.7582999999999998,81.41000000000001,3
CHEMBL2064500,CC(=O)Nc1nc2ccc(-c3cncc(S(=O)(=O)NCc4ccccc4)c3)cn2n1,3162.28,nM,<,3.16228,PASS,ChEMBL,IC50,RFOKSSJFXAFUBB-UHFFFAOYSA-N,422.4700000000001,2.2282,118.35000000000001,6
CHEMBL2064501,CC(=O)Nc1nc2ccc(-c3cncc(CS(N)(=O)=O)c3)cn2n1,100.0,nM,<,0.1,PASS,ChEMBL,IC50,CCONYACVDITNCM-UHFFFAOYSA-N,346.37200000000007,0.5381999999999997,132.33999999999997,4
CHEMBL2064504,CNc1nc2ccc(-c3cncc(S(C)(=O)=O)c3)cn2n1,3981.07,nM,<,3.98107,PASS,ChEMBL,IC50,XBVODHNRAORZGS-UHFFFAOYSA-N,303.347,1.2364999999999997,89.25,3
CHEMBL2064507,Nc1nc2ccc(-c3cncc(S(=O)(=O)Nc4cccc5ccccc45)c3)cn2n1,100.0,nM,<,0.1,PASS,ChEMBL,IC50,KRIHKJWONAPLMB-UHFFFAOYSA-N,416.46600000000007,3.3275000000000015,115.27,4
CHEMBL2064508,Nc1nc2ccc(-c3cncc(NS(=O)(=O)c4ccc(Cl)cc4)c3)cn2n1,158.49,nM,=,0.15849,PASS,ChEMBL,IC50,VOKYCRGMSIJYCW-UHFFFAOYSA-N,400.851,2.8277,115.27,4
CHEMBL2064509,Nc1nc2ccc(-c3cncc(S(=O)(=O)Nc4ccc(Cl)cc4)c3)cn2n1,3981.07,nM,=,3.98107,PASS,ChEMBL,IC50,VZEDSAABCLONED-UHFFFAOYSA-N,400.851,2.8277,115.27,4
CHEMBL2064511,CC(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,2511.89,nM,=,2.51189,PASS,ChEMBL,IC50,ZWGKDNRURPZVIH-UHFFFAOYSA-N,332.38900000000007,1.0601999999999998,115.27,4
CHEMBL2064512,Nc1nc2ccc(-c3cncc(S(=O)(=O)NCC4CC4)c3)cn2n1,3162.28,nM,=,3.16228,PASS,ChEMBL,IC50,XJOACNMGWUEJKA-UHFFFAOYSA-N,344.40000000000003,1.0617999999999996,115.27,5
CHEMBL2064571,CC(C)(C)NS(=O)(=O)c1cncc(-c2cc(F)c3nc(N)nn3c2)c1,10000.0,nM,<,10.0,PASS,ChEMBL,IC50,RXRZPHQBTHQXSV-UHFFFAOYSA-N,364.4060000000001,1.5893999999999997,115.27,3
CHEMBL1972466,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,CPRAGQJXBLMUEL-UHFFFAOYSA-N,364.4490000000001,3.012620000000001,58.870000000000005,4
CHEMBL2064327,Cc1cc(F)ccc1Oc1cccc2c(=O)cc(N3CCOCC3)[nH]c12,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,FZTZVNFKDPBYKA-UHFFFAOYSA-N,354.3810000000002,3.6045200000000017,54.559999999999995,3
CHEMBL2064328,Cc1cc(C(C)Nc2ccccc2)c2oc(N3CCOCC3)cc(=O)c2c1,10000.0,nM,>,10.0,PASS,ChEMBL,IC50,VRCXIJAYLCUSHC-UHFFFAOYSA-N,364.44500000000016,4.111120000000002,54.71,4
