Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type,InChIKey
CHEMBL1095945,CONC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,317.0,nM,=,0.317,PASS,ChEMBL,IC50,NFSCWDJYPSGUKY-UHFFFAOYSA-N
CHEMBL1097895,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1)NC1CC1,323.0,nM,=,0.323,PASS,ChEMBL,IC50,DJVVXKDLVNGSNI-UHFFFAOYSA-N
CHEMBL1097897,COCCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,401.0,nM,=,0.401,PASS,ChEMBL,IC50,VTPBQPROVPRKLB-UHFFFAOYSA-N
CHEMBL1097262,Nc1cccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)c1,436.0,nM,=,0.436,PASS,ChEMBL,IC50,DWESOYJSBBZUMD-UHFFFAOYSA-N
CHEMBL1098301,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,486.0,nM,=,0.486,PASS,ChEMBL,IC50,BYTUZXFPQGUPIA-UHFFFAOYSA-N
CHEMBL1098300,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)cc1,493.0,nM,=,0.493,PASS,ChEMBL,IC50,LBUAXQMQACBZHH-UHFFFAOYSA-N
CHEMBL1097603,CN(C)C(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,589.0,nM,=,0.589,PASS,ChEMBL,IC50,SYONYYWDEUIWEP-UHFFFAOYSA-N
CHEMBL1097899,CN1CCC(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cnn(C5CCN(Cc6ccccc6)CC5)c4n3)cc2)CC1,708.0,nM,=,0.708,PASS,ChEMBL,IC50,AAHPRKDUIDQODH-UHFFFAOYSA-N
CHEMBL1098242,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,786.0,nM,=,0.786,PASS,ChEMBL,IC50,SIZCWNYHKIDIFT-UHFFFAOYSA-N
CHEMBL1095281,CC(=O)N(C)c1ccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)cc1,792.0,nM,=,0.792,PASS,ChEMBL,IC50,FGNWNPNHRQNBPI-UHFFFAOYSA-N
CHEMBL1098243,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,898.0,nM,=,0.898,PASS,ChEMBL,IC50,OLGUTDPLQANPCD-UHFFFAOYSA-N
CHEMBL1098310,Nc1cccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)n1,1000.0,nM,=,1.0,PASS,ChEMBL,IC50,ORUXQZROMHNKDA-UHFFFAOYSA-N
CHEMBL1095946,CONC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,1005.0,nM,=,1.005,PASS,ChEMBL,IC50,BWBYDAOVOQPPDO-UHFFFAOYSA-N
CHEMBL1098311,Nc1ccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)nc1,1050.0,nM,=,1.05,PASS,ChEMBL,IC50,AQZCUKHDRDMPLK-UHFFFAOYSA-N
CHEMBL1094981,CC(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1,1207.0,nM,=,1.207,PASS,ChEMBL,IC50,WQJYOLLPRXNMCU-UHFFFAOYSA-N
CHEMBL1097942,CC(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1,1782.0,nM,=,1.782,PASS,ChEMBL,IC50,OTEZFXTVGGVQLS-UHFFFAOYSA-N
CHEMBL1097561,CN(C)NC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1935.0,nM,=,1.935,PASS,ChEMBL,IC50,ZEPNWILVDWGDCG-UHFFFAOYSA-N
CHEMBL1095623,CNC(=O)Cc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,4058.0,nM,=,4.058,PASS,ChEMBL,IC50,WLZGENRVUAPESL-UHFFFAOYSA-N
CHEMBL1095625,Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,1368.0,nM,=,1.368,PASS,ChEMBL,IC50,WQGKKKXVLJUOHD-UHFFFAOYSA-N
CHEMBL1083912,CNC(=O)Nc1ccc2oc(C=C3C(c4c(C)nn(C)c4C)=Nc4ccc(OC)cc43)c(O)c2c1,0.4,nM,=,0.0004,PASS,ChEMBL,IC50,UYZKQMLOMYPDNK-UHFFFAOYSA-N
CHEMBL1082986,COc1ccc2c(c1)C(=Cc1oc3ccc(NC(=O)Nc4cccnc4)cc3c1O)C(c1c(C)nn(C)c1C)=N2,0.5,nM,=,0.0005,PASS,ChEMBL,IC50,XNJBAVSGCYUCCH-UHFFFAOYSA-N
CHEMBL1083305,CNC(=O)Nc1ccc2oc(C=C3C(c4c(C)nn(C)c4C)=Nc4c(F)cc(OC)cc43)c(O)c2c1,0.4,nM,=,0.0004,PASS,ChEMBL,IC50,ICOVGRFINYWXNU-UHFFFAOYSA-N
CHEMBL1082616,COc1cc(F)c2c(c1)C(=Cc1oc3ccc(NC(=O)Nc4cccnc4)cc3c1O)C(c1c(C)nn(C)c1C)=N2,1.0,nM,=,0.001,PASS,ChEMBL,IC50,OEHRRHVDOLLBDA-UHFFFAOYSA-N
CHEMBL1082617,COc1ccc2c(c1)C(=Cc1oc3ccc(NC(=O)Nc4ccc(C(=O)N5CCOCC5)cc4)cc3c1O)C(c1c(C)nn(C)c1C)=N2,0.2,nM,=,0.0002,PASS,ChEMBL,IC50,JCLJNEDHNOMUEE-UHFFFAOYSA-N
CHEMBL1082618,COc1ccc2c(c1)C(=Cc1oc3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3c1O)C(c1c(C)nn(C)c1C)=N2,0.2,nM,=,0.0002,PASS,ChEMBL,IC50,PWJZQAPHHLKGSA-UHFFFAOYSA-N
CHEMBL1082619,COc1ccc2c(c1)C(=Cc1oc3ccc(NC(=O)Nc4ccc(C(=O)N(C)CCN(C)C)cc4)cc3c1O)C(c1c(C)nn(C)c1C)=N2,0.3,nM,=,0.0003,PASS,ChEMBL,IC50,DUTAODZOKARLGB-UHFFFAOYSA-N
CHEMBL1082620,COc1cc(F)c2c(c1)C(=Cc1oc3ccc(NC(=O)Nc4ccc(C(=O)N5CCOCC5)cc4)cc3c1O)C(c1c(C)nn(C)c1C)=N2,0.5,nM,=,0.0005,PASS,ChEMBL,IC50,HJHCOXVHSHFGBO-UHFFFAOYSA-N
CHEMBL1082621,COc1cc(F)c2c(c1)C(=Cc1oc3ccc(NC(=O)Nc4ccc(C(=O)N(C)CCN(C)C)cc4)cc3c1O)C(c1c(C)nn(C)c1C)=N2,0.2,nM,=,0.0002,PASS,ChEMBL,IC50,UEUORVJBCWGERE-UHFFFAOYSA-N
CHEMBL1082622,COc1ccc2c(c1)C(=Cc1oc3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3c1O)C=N2,0.9,nM,=,0.0009,PASS,ChEMBL,IC50,KIJLKRMNJPTPST-UHFFFAOYSA-N
CHEMBL1213084,Cc1ccccc1-n1c(Cn2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,1300.0,nM,=,1.3,PASS,ChEMBL,IC50,AUNMZFMPIXHYCD-UHFFFAOYSA-N
CHEMBL1213085,Cc1ccccc1-n1c(Cn2nc(-c3ccc(O)c(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,9000.0,nM,=,9.0,PASS,ChEMBL,IC50,TYLTZPAGUBOPCU-UHFFFAOYSA-N
CHEMBL1213117,CC(=O)Nc1nc2ccc(-c3nn(Cc4cc5ccccc5nc4N4CCN(C)CC4)c4ncnc(N)c34)cc2s1,788.0,nM,=,0.788,PASS,ChEMBL,IC50,PROYLAOFEKHQGS-UHFFFAOYSA-N
CHEMBL1213118,CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1,137.0,nM,=,0.137,PASS,ChEMBL,IC50,UNSGOTITAWKECZ-UHFFFAOYSA-N
CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,16.0,nM,=,0.016,PASS,ChEMBL,IC50,HGVNLRPZOWWDKD-UHFFFAOYSA-N
CHEMBL1213119,CC(C)n1nc(C#Cc2cccnc2)c2c(N)ncnc21,53.0,nM,=,0.053,PASS,ChEMBL,IC50,NYVMTNNWZOHTJT-UHFFFAOYSA-N
CHEMBL1213120,CC(C)n1nc(C#Cc2cccc(O)c2)c2c(N)ncnc21,34.0,nM,=,0.034,PASS,ChEMBL,IC50,HFGDXJQGICLTIE-UHFFFAOYSA-N
CHEMBL1213168,COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(F)cc2)cc(OC)c1,400.0,nM,=,0.4,PASS,ChEMBL,IC50,IKCRYIPVXLGUJT-UHFFFAOYSA-N
CHEMBL1213169,COc1ccccc1-n1c(SCC(=O)Nc2ccc3nccnc3c2)nc2c(c1=O)CCCC2,3438.0,nM,=,3.438,PASS,ChEMBL,IC50,AXVDURNCPXUGDZ-UHFFFAOYSA-N
CHEMBL1242285,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,802.0,nM,=,0.802,PASS,ChEMBL,IC50,QYPSALIXKCRYNZ-UHFFFAOYSA-N
CHEMBL1242286,COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br,1700.0,nM,=,1.7,PASS,ChEMBL,IC50,JSGRAJRLMWHOTJ-UHFFFAOYSA-N
CHEMBL1241299,Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,70.0,nM,=,0.07,PASS,ChEMBL,IC50,MFRGGAROFRXKRT-UHFFFAOYSA-N
CHEMBL1242287,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1,76.0,nM,=,0.076,PASS,ChEMBL,IC50,HRRMXIICSWVXIS-UHFFFAOYSA-N
CHEMBL1242376,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,142.0,nM,=,0.142,PASS,ChEMBL,IC50,LVUGPVDXTSJQQD-UHFFFAOYSA-N
CHEMBL1242377,CC(C)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,187.0,nM,=,0.187,PASS,ChEMBL,IC50,CJMMCIXRPVLDBH-UHFFFAOYSA-N
CHEMBL1242378,C[C@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,6520.0,nM,=,6.52,PASS,ChEMBL,IC50,KLQFQJDEPBUNAK-SSDOTTSWSA-N
CHEMBL1242468,C[C@@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,4870.0,nM,=,4.87,PASS,ChEMBL,IC50,KLQFQJDEPBUNAK-ZETCQYMHSA-N
CHEMBL1242469,N#CCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,693.0,nM,=,0.693,PASS,ChEMBL,IC50,XVTLRUAQTJKQLQ-UHFFFAOYSA-N
CHEMBL1242470,N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,394.0,nM,=,0.394,PASS,ChEMBL,IC50,DAXOOIRHYYCDDH-UHFFFAOYSA-N
CHEMBL1242566,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,482.0,nM,=,0.482,PASS,ChEMBL,IC50,KUMLEJXITHSWSP-UHFFFAOYSA-N
CHEMBL1242567,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,1630.0,nM,=,1.63,PASS,ChEMBL,IC50,VPSLBUMYCILBRD-UHFFFAOYSA-N
CHEMBL1242568,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1,525.0,nM,=,0.525,PASS,ChEMBL,IC50,PQRFMBAACAPZPP-UHFFFAOYSA-N
CHEMBL1242656,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,347.0,nM,=,0.347,PASS,ChEMBL,IC50,MBPKPSDAPFPECJ-UHFFFAOYSA-N
CHEMBL1242657,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,5760.0,nM,=,5.76,PASS,ChEMBL,IC50,FHNLPTRXVQOXQO-VIFPVBQESA-N
CHEMBL1242658,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCNC1,9150.0,nM,=,9.15,PASS,ChEMBL,IC50,FHNLPTRXVQOXQO-SECBINFHSA-N
CHEMBL1242748,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,650.0,nM,=,0.65,PASS,ChEMBL,IC50,MRZVUZUMBCEAGI-VIFPVBQESA-N
CHEMBL1242749,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCOC1,660.0,nM,=,0.66,PASS,ChEMBL,IC50,MRZVUZUMBCEAGI-SECBINFHSA-N
CHEMBL1242750,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCCCC1,244.0,nM,=,0.244,PASS,ChEMBL,IC50,XNODQMMIMXSTMX-UHFFFAOYSA-N
CHEMBL1242844,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2CC1CCNCC1,5250.0,nM,=,5.25,PASS,ChEMBL,IC50,UUXPLQHZTQRNPY-UHFFFAOYSA-N
CHEMBL1242845,Cc1nn(-c2ccccc2)nc1Cn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,1099.0,nM,=,1.099,PASS,ChEMBL,IC50,IYVUNPAVFASLSV-UHFFFAOYSA-N
CHEMBL1241483,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,543.0,nM,=,0.543,PASS,ChEMBL,IC50,MNJNKKYCZKBVRY-UHFFFAOYSA-N
CHEMBL1241484,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,135.0,nM,=,0.135,PASS,ChEMBL,IC50,ZBTLTVIYBHYEHL-UHFFFAOYSA-N
CHEMBL1241579,C[C@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,1620.0,nM,=,1.62,PASS,ChEMBL,IC50,NVHKWMBHTXQWRP-SSDOTTSWSA-N
CHEMBL1240544,C[C@@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,784.0,nM,=,0.784,PASS,ChEMBL,IC50,NVHKWMBHTXQWRP-ZETCQYMHSA-N
CHEMBL1241580,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,176.0,nM,=,0.176,PASS,ChEMBL,IC50,VEORWCZDRQSGJH-UHFFFAOYSA-N
CHEMBL1241578,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,46.0,nM,=,0.046,PASS,ChEMBL,IC50,ZLMVXCGWUJXFNP-UHFFFAOYSA-N
CHEMBL1233882,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,17.0,nM,=,0.017,PASS,ChEMBL,IC50,GEZALMMCQYDFML-UHFFFAOYSA-N
CHEMBL1233881,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,17.0,nM,=,0.017,PASS,ChEMBL,IC50,ITOYZJGFTNTKKR-UHFFFAOYSA-N
CHEMBL1241674,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,2000.0,nM,=,2.0,PASS,ChEMBL,IC50,MFAQYJIYDMLAIM-UHFFFAOYSA-N
CHEMBL1241675,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,6300.0,nM,=,6.3,PASS,ChEMBL,IC50,DTUMIKLOEHJGJT-UHFFFAOYSA-N
CHEMBL1241767,Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,9600.0,nM,=,9.6,PASS,ChEMBL,IC50,WFSLJOPRIJSOJR-UHFFFAOYSA-N
CHEMBL1230790,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,480.0,nM,=,0.48,PASS,ChEMBL,IC50,MWYBBCLGEHZSCP-UHFFFAOYSA-N
CHEMBL1234815,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,1100.0,nM,=,1.1,PASS,ChEMBL,IC50,UOKGZPYGRJDACN-UHFFFAOYSA-N
CHEMBL1241104,Nc1ncnc2[nH]nc(-c3ccccc3)c12,8600.0,nM,=,8.6,PASS,ChEMBL,IC50,JPWZTNIDHIJKIS-UHFFFAOYSA-N
CHEMBL1241142,Cc1ccc(-c2[nH]nc3ncnc(N)c23)cc1,8500.0,nM,=,8.5,PASS,ChEMBL,IC50,OXCDRCGLQPSXNL-UHFFFAOYSA-N
CHEMBL1241143,Cc1cccc(-c2[nH]nc3ncnc(N)c23)c1,4200.0,nM,=,4.2,PASS,ChEMBL,IC50,YWFCZWIMKXLKJY-UHFFFAOYSA-N
CHEMBL1241145,Cc1cccc(-c2[nH]nc3ncnc(N)c23)c1C,9000.0,nM,=,9.0,PASS,ChEMBL,IC50,AOJDXERKDPWWFJ-UHFFFAOYSA-N
CHEMBL1241241,CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc21,510.0,nM,=,0.51,PASS,ChEMBL,IC50,KLQFKOVDEHUNHU-UHFFFAOYSA-N
CHEMBL1241242,Nc1ncnc2[nH]nc(-c3cccc(O)c3)c12,4100.0,nM,=,4.1,PASS,ChEMBL,IC50,PHHVQWRVIMNMHB-UHFFFAOYSA-N
CHEMBL1241269,CC(C)n1cc(-c2cccc(O)c2)c2c(N)ncnc21,3800.0,nM,=,3.8,PASS,ChEMBL,IC50,NIQJRFJYORDEIO-UHFFFAOYSA-N
CHEMBL1242024,Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,480.0,nM,=,0.48,PASS,ChEMBL,IC50,FAWGCSGOLCHXBH-UHFFFAOYSA-N
CHEMBL1241270,Cc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O,1500.0,nM,=,1.5,PASS,ChEMBL,IC50,ZTWYTYUOHYGWSG-UHFFFAOYSA-N
CHEMBL1241271,Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,640.0,nM,=,0.64,PASS,ChEMBL,IC50,GRWJFKQBVQNWQW-UHFFFAOYSA-N
CHEMBL1242026,Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,280.0,nM,=,0.28,PASS,ChEMBL,IC50,BTIKYUUNPGWLNG-UHFFFAOYSA-N
CHEMBL1242109,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,750.0,nM,=,0.75,PASS,ChEMBL,IC50,YKDLGDBIORZVLP-UHFFFAOYSA-N
CHEMBL1242110,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,2010.0,nM,=,2.01,PASS,ChEMBL,IC50,RXNGGTYNZUEFOM-UHFFFAOYSA-N
CHEMBL1242111,Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,1270.0,nM,=,1.27,PASS,ChEMBL,IC50,CHPHDLQQSCKHOK-UHFFFAOYSA-N
CHEMBL1242198,CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,175.0,nM,=,0.175,PASS,ChEMBL,IC50,MJALZBJFTIQSSR-UHFFFAOYSA-N
CHEMBL1242199,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,266.0,nM,=,0.266,PASS,ChEMBL,IC50,IWGLXKVBQSBQMC-UHFFFAOYSA-N
CHEMBL1242200,COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,6310.0,nM,=,6.31,PASS,ChEMBL,IC50,FXCRGRHHHOSJRE-UHFFFAOYSA-N
CHEMBL1242381,COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,1500.0,nM,=,1.5,PASS,ChEMBL,IC50,ORVLOIUKTHUQPU-SNVBAGLBSA-N
CHEMBL1240553,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,289.0,nM,=,0.289,PASS,ChEMBL,IC50,ULLIAFSPUSWCIL-UHFFFAOYSA-N
CHEMBL1242471,CCOc1ccc(-c2[nH]nc3ncnc(N)c23)cc1OC,3500.0,nM,=,3.5,PASS,ChEMBL,IC50,UVDQTDYLJGKKKD-UHFFFAOYSA-N
CHEMBL1242472,CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,620.0,nM,=,0.62,PASS,ChEMBL,IC50,AMERZUAKIAGPBA-UHFFFAOYSA-N
CHEMBL1242569,C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21,1900.0,nM,=,1.9,PASS,ChEMBL,IC50,GGBQGMRDBYCCLW-UHFFFAOYSA-N
CHEMBL1240554,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,135.0,nM,=,0.135,PASS,ChEMBL,IC50,AAHKGRWRYBCWDL-UHFFFAOYSA-N
CHEMBL1242659,CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,615.0,nM,=,0.615,PASS,ChEMBL,IC50,HKWNGVFHUCRTTQ-UHFFFAOYSA-N
CHEMBL1242752,CCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1OC,433.0,nM,=,0.433,PASS,ChEMBL,IC50,CIRFQCDQKJVIFC-UHFFFAOYSA-N
CHEMBL1242753,CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,1370.0,nM,=,1.37,PASS,ChEMBL,IC50,KIWLNXLVLDAZRB-UHFFFAOYSA-N
CHEMBL1242846,COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,1910.0,nM,=,1.91,PASS,ChEMBL,IC50,GTXKSDZLEOURPP-UHFFFAOYSA-N
CHEMBL1242847,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,1250.0,nM,=,1.25,PASS,ChEMBL,IC50,DUPSNQFPAJUAKA-UHFFFAOYSA-N
CHEMBL1242848,CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,3740.0,nM,=,3.74,PASS,ChEMBL,IC50,MPUATQFVQOUAJF-UHFFFAOYSA-N
CHEMBL1241485,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N,1500.0,nM,=,1.5,PASS,ChEMBL,IC50,JDOVRLNHIYWZKZ-UHFFFAOYSA-N
CHEMBL1241486,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO,3400.0,nM,=,3.4,PASS,ChEMBL,IC50,KAANTKMOHHINMM-UHFFFAOYSA-N
CHEMBL1241487,Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O,650.0,nM,=,0.65,PASS,ChEMBL,IC50,ZHBTZVAVYLOIKW-UHFFFAOYSA-N
CHEMBL1241581,COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N,520.0,nM,=,0.52,PASS,ChEMBL,IC50,ZTQOHJNXDAUMOA-UHFFFAOYSA-N
CHEMBL1241582,CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21,3100.0,nM,=,3.1,PASS,ChEMBL,IC50,ONSFTNRYQCNAAD-UHFFFAOYSA-N
CHEMBL1241583,CC(C)n1nc(-c2cccc(CC#N)c2)c2c(N)ncnc21,2900.0,nM,=,2.9,PASS,ChEMBL,IC50,LQUXOZIJMPWQAA-UHFFFAOYSA-N
CHEMBL1240545,CC(C)n1nc(-c2ccc(CC#N)cc2)c2c(N)ncnc21,10000.0,nM,=,10.0,PASS,ChEMBL,IC50,PJWDSDGNSMGWKJ-UHFFFAOYSA-N
CHEMBL1241679,CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21,4600.0,nM,=,4.6,PASS,ChEMBL,IC50,YNOUNHICEHQLNM-UHFFFAOYSA-N
CHEMBL1241771,CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21,3000.0,nM,=,3.0,PASS,ChEMBL,IC50,KKPLVYMQNDOYMQ-UHFFFAOYSA-N
CHEMBL1241390,CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21,7600.0,nM,=,7.6,PASS,ChEMBL,IC50,ZGFXAJBFDCMHTM-UHFFFAOYSA-N
CHEMBL1241773,CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,1400.0,nM,=,1.4,PASS,ChEMBL,IC50,GZMVQSNFLJUEMM-UHFFFAOYSA-N
CHEMBL1241860,CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21,1400.0,nM,=,1.4,PASS,ChEMBL,IC50,CMUZPNXYCOKJJJ-UHFFFAOYSA-N
CHEMBL1241861,CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21,2700.0,nM,=,2.7,PASS,ChEMBL,IC50,CNWAVQYSQHXMCH-UHFFFAOYSA-N
CHEMBL1241862,CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21,2600.0,nM,=,2.6,PASS,ChEMBL,IC50,NZELPIPZPVLYLT-UHFFFAOYSA-N
CHEMBL1241946,CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,3400.0,nM,=,3.4,PASS,ChEMBL,IC50,ILURHKUMGMVIKK-UHFFFAOYSA-N
CHEMBL1241439,CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21,1600.0,nM,=,1.6,PASS,ChEMBL,IC50,CDJSZJDGHKEHCW-UHFFFAOYSA-N
CHEMBL1241947,Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)sc1C=O,1100.0,nM,=,1.1,PASS,ChEMBL,IC50,JFJRIADKVAOEDG-UHFFFAOYSA-N
CHEMBL1241948,CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21,1600.0,nM,=,1.6,PASS,ChEMBL,IC50,SSVLAVRFVKSIND-UHFFFAOYSA-N
CHEMBL1242031,CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,1000.0,nM,=,1.0,PASS,ChEMBL,IC50,WDMOOFMBMGLZGY-UHFFFAOYSA-N
CHEMBL1242032,CC(C)n1nc(-c2ccc(S(N)(=O)=O)cc2)c2c(N)ncnc21,2500.0,nM,=,2.5,PASS,ChEMBL,IC50,ZNAZTNSMMJFJLP-UHFFFAOYSA-N
CHEMBL1242115,CC(C)n1nc(-c2cccc(C(=O)N=C3NCCS3)c2)c2c(N)ncnc21,3000.0,nM,=,3.0,PASS,ChEMBL,IC50,WGYPOAXANMFHMT-UHFFFAOYSA-N
