Original_ID,SMILES,standard_value,standard_units,relation,Activity_uM,Filter_Status,Source,Activity_Type,InChIKey
CHEMBL5747610,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CC(=O)N5CCCC5C4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,368.0,nM,=,0.368,PASS,ChEMBL,IC50,KDYQDNYXUAAXIW-PBVYKCSPSA-N
CHEMBL6025636,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCCS4(=O)=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,42.0,nM,=,0.042,PASS,ChEMBL,IC50,PDUCWDNFFQBFEQ-INIZCTEOSA-N
CHEMBL5989178,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCCC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C(F)(F)F)C2,70.0,nM,=,0.07,PASS,ChEMBL,IC50,GFTIJVHUHAMPLS-AWEZNQCLSA-N
CHEMBL5850767,CCNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N(C)C(=O)COC)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,110.0,nM,=,0.11,PASS,ChEMBL,IC50,TZUURZCAUFJVTJ-KRWDZBQOSA-N
CHEMBL6030119,CCNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCOCC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C(F)(F)F)C2,65.0,nM,=,0.065,PASS,ChEMBL,IC50,XDWSNPNGAFALHJ-HNNXBMFYSA-N
CHEMBL5877085,Cc1nc(Nc2cccc(N3CCOCC3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC(C)C)c1)C(=O)N([C@@H](C)C(F)(F)F)C2,318.0,nM,=,0.318,PASS,ChEMBL,IC50,VFRMCSHREULMEB-INIZCTEOSA-N
CHEMBL5987697,Cc1nc(Nc2cccc(N3CCCOC3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC(C)C)c1)C(=O)N([C@@H](C)C(F)(F)F)C2,47.0,nM,=,0.047,PASS,ChEMBL,IC50,KFNBJCXUFADQNW-INIZCTEOSA-N
CHEMBL5985886,Cc1nc(Nc2cccc(N3CCNC3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC(C)C)c1)C(=O)N([C@@H](C)C(F)(F)F)C2,74.0,nM,=,0.074,PASS,ChEMBL,IC50,TWMIPMSAUTYVGK-HNNXBMFYSA-N
CHEMBL5197015,Cc1nc(Nc2cccc(N3CCOC3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC3COC3)c1)C(=O)N([C@@H](C)C1CC1)C2,472.0,nM,=,0.472,PASS,ChEMBL,IC50,JCXVWMWEFKRQCE-INIZCTEOSA-N
CHEMBL6034826,Cc1nc(Nc2cccc(N3CCCOC3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC3COC3)c1)C(=O)N([C@@H](C)C1CC1)C2,53.0,nM,=,0.053,PASS,ChEMBL,IC50,UUXKXNLWIZYSGT-KRWDZBQOSA-N
CHEMBL5203012,Cc1nc(Nc2cccc(N3CCCCC3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC3COC3)c1)C(=O)N([C@@H](C)C(F)(F)F)C2,50.0,nM,=,0.05,PASS,ChEMBL,IC50,ZTXDHUWPUMVZCM-INIZCTEOSA-N
CHEMBL5191432,Cc1nc(Nc2cccc(N3CCCC3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC3COC3)c1)C(=O)N([C@@H](C)C(F)(F)F)C2,67.0,nM,=,0.067,PASS,ChEMBL,IC50,NHOGIGRHHZKFTF-HNNXBMFYSA-N
CHEMBL5795558,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCCOC4=O)n3)nc2C)cc2c1C(=O)N(C(C)(C)C)C2,84.0,nM,=,0.084,PASS,ChEMBL,IC50,LOYIOALZAFIRRM-UHFFFAOYSA-N
CHEMBL6008015,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCOCC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C(C)(C)C)C2,485.0,nM,=,0.485,PASS,ChEMBL,IC50,AICUMEFERAKQDF-KRWDZBQOSA-N
CHEMBL5766761,Cc1nc(Nc2cccc(N3CCNCC3=O)n2)sc1-c1cc2c(c(S(C)(=O)=O)c1)C(=O)N([C@@H](C)C1CC1)C2,104.0,nM,=,0.104,PASS,ChEMBL,IC50,ZSEKNBCKQHQTBI-INIZCTEOSA-N
CHEMBL6046636,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4C[C@H](C)NCC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,69.0,nM,=,0.069,PASS,ChEMBL,IC50,YXGZTQDPLYDOCC-RDJZCZTQSA-N
CHEMBL6003441,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCNC(C)C4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,40.0,nM,=,0.04,PASS,ChEMBL,IC50,KRJCGMRLWBVONG-DJNXLDHESA-N
CHEMBL5830125,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4C[C@@H](C)NCC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,33.0,nM,=,0.033,PASS,ChEMBL,IC50,YXGZTQDPLYDOCC-WBVHZDCISA-N
CHEMBL6027917,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4C(=O)CNC[C@H]4C)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,24.0,nM,=,0.024,PASS,ChEMBL,IC50,TYTHLOGWHWLWET-WBVHZDCISA-N
CHEMBL5930985,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCNC(C)(C)C4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,97.0,nM,=,0.097,PASS,ChEMBL,IC50,RQZYVAOSDVOURA-KRWDZBQOSA-N
CHEMBL5923639,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CC(C)(C)NCC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,19.0,nM,=,0.019,PASS,ChEMBL,IC50,RQLVMAYHFPSXMR-KRWDZBQOSA-N
CHEMBL6006231,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4C(=O)CNC[C@@H]4C)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,87.0,nM,=,0.087,PASS,ChEMBL,IC50,TYTHLOGWHWLWET-RDJZCZTQSA-N
CHEMBL5938053,CCNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCNCC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,54.0,nM,=,0.054,PASS,ChEMBL,IC50,PZHYYDQKVVSTEG-KRWDZBQOSA-N
CHEMBL5936722,Cc1nc(Nc2cccc(N3CCNCC3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC(C)C)c1)C(=O)N([C@@H](C)C1CC1)C2,134.0,nM,=,0.134,PASS,ChEMBL,IC50,XLRIOJGDWOEVMT-SFHVURJKSA-N
CHEMBL5844265,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCNCCC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,64.0,nM,=,0.064,PASS,ChEMBL,IC50,QWPSEEVUQYTULG-KRWDZBQOSA-N
CHEMBL5848504,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4C(=O)CC[C@H]4CO)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,11.0,nM,=,0.011,PASS,ChEMBL,IC50,IKNJUYUINPOVDE-JXFKEZNVSA-N
CHEMBL5749775,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4C(=O)CC[C@@H]4CO)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,43.0,nM,=,0.043,PASS,ChEMBL,IC50,IKNJUYUINPOVDE-OXJNMPFZSA-N
CHEMBL6022542,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCN(CCO)CC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,27.0,nM,=,0.027,PASS,ChEMBL,IC50,RNKHOYDAZIEJFF-SFHVURJKSA-N
CHEMBL5819589,Cc1nc(Nc2cccc(N3CCC(O)C3=O)n2)sc1-c1cc2c(c(S(=O)(=O)NC(C)C)c1)C(=O)N([C@@H](C)C(F)(F)F)C2,57.0,nM,=,0.057,PASS,ChEMBL,IC50,ZAWKCTQNKKDNMQ-BUSXIPJBSA-N
CHEMBL6027447,CC[C@H](C)N1Cc2cc(-c3sc(Nc4cccc(N5CCCOC5=O)n4)nc3C)cc(S(=O)(=O)NC)c2C1=O,80.0,nM,=,0.08,PASS,ChEMBL,IC50,NTZMWNKORQPPBL-HNNXBMFYSA-N
CHEMBL6013195,CC[C@H](C)N1Cc2cc(-c3sc(Nc4cccc(N5CCOCC5=O)n4)nc3C)cc(S(=O)(=O)NC)c2C1=O,162.0,nM,=,0.162,PASS,ChEMBL,IC50,NDSSKUUMDINTDG-HNNXBMFYSA-N
CHEMBL5929092,CNS(=O)(=O)c1cc(-c2sc(Nc3cccc(N4CCNC4=O)n3)nc2C)cc2c1C(=O)N([C@@H](C)C(F)(F)F)C2,32.0,nM,=,0.032,PASS,ChEMBL,IC50,YXDZBGGLBWHPEB-ZDUSSCGKSA-N
CHEMBL5754550,COc1ncc(-c2sc(NC(=O)CC3CCOCC3)nc2C)cc1S(=O)(=O)Nc1ccc(O)cc1,5500.0,nM,=,5.5,PASS,ChEMBL,IC50,RRXFMICRUSOWKZ-UHFFFAOYSA-N
CHEMBL5949284,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)[C@@H]3CCOC3)c2)s1,750.0,nM,=,0.75,PASS,ChEMBL,IC50,YUSXHVCJQNFHGC-CQSZACIVSA-N
CHEMBL5799885,Nc1nc(C(F)(F)F)c(-c2cc(N3CCOCC3)cc(S(=O)(=O)[C@@H]3CCOC3)c2)s1,740.0,nM,=,0.74,PASS,ChEMBL,IC50,LPFXPIMUHAZPRX-CYBMUJFWSA-N
CHEMBL5981134,Nc1cc(-c2nnc(N)s2)cc(S(=O)(=O)c2ccccc2)c1,2200.0,nM,=,2.2,PASS,ChEMBL,IC50,VVBPMGGOKDVMFO-UHFFFAOYSA-N
CHEMBL5785064,Nc1ncc(-c2cc(S(=O)(=O)c3ccccc3)cc(N3CCOCC3)n2)s1,502.0,nM,=,0.502,PASS,ChEMBL,IC50,GNXRNXYQCPJFIH-UHFFFAOYSA-N
CHEMBL5893530,Nc1nc(C(F)(F)F)c(-c2cc(S(=O)(=O)c3ccccc3)cc(N3CCOCC3)n2)s1,5243.0,nM,=,5.243,PASS,ChEMBL,IC50,NCPHORNSONBQGA-UHFFFAOYSA-N
CHEMBL5842889,Cc1nc(N)sc1-c1cc(S(=O)(=O)c2ccccc2)cc(N2CCOCC2)n1,2300.0,nM,=,2.3,PASS,ChEMBL,IC50,IIWCSDQDTDEYTC-UHFFFAOYSA-N
CHEMBL5825866,Nc1ncc(-c2cc(Oc3ccccc3)cc(N3CCOCC3)n2)s1,3418.0,nM,=,3.418,PASS,ChEMBL,IC50,OVMCQYGOXYQBOT-UHFFFAOYSA-N
CHEMBL5869507,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccccc3)c2)cn1,610.0,nM,=,0.61,PASS,ChEMBL,IC50,CQHLTHQSLFOTEX-UHFFFAOYSA-N
CHEMBL5814464,COc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccccc3)c2)cn1,5000.0,nM,=,5.0,PASS,ChEMBL,IC50,MBWFMCSQJUWQCR-UHFFFAOYSA-N
CHEMBL5932622,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccccc3)c2)c(C(F)(F)F)n1,2000.0,nM,=,2.0,PASS,ChEMBL,IC50,XSYZHBCKSOASDV-UHFFFAOYSA-N
CHEMBL5873110,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccccc3)c2)cn1,3800.0,nM,=,3.8,PASS,ChEMBL,IC50,UECYKCXGFFAILZ-UHFFFAOYSA-N
CHEMBL5798958,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3cccc(C(F)(F)F)c3)c2)cn1,1800.0,nM,=,1.8,PASS,ChEMBL,IC50,SLMMUVABJVMCOU-UHFFFAOYSA-N
CHEMBL5961664,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccc(F)cc3)c2)cn1,1300.0,nM,=,1.3,PASS,ChEMBL,IC50,LISIKGZNDKCXNH-UHFFFAOYSA-N
CHEMBL5953350,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccc4ccccc4c3)c2)cn1,1500.0,nM,=,1.5,PASS,ChEMBL,IC50,QZJJCVJWBGFMJT-UHFFFAOYSA-N
CHEMBL5947627,N#Cc1ccc(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)cc1,460.0,nM,=,0.46,PASS,ChEMBL,IC50,PQJFFUOVDUCZMA-UHFFFAOYSA-N
CHEMBL5990361,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccc(F)c(Cl)c3)c2)cn1,1400.0,nM,=,1.4,PASS,ChEMBL,IC50,KCEIJUIZISZHPA-UHFFFAOYSA-N
CHEMBL5954830,Cc1cnccc1-c1cc(N2CCOCC2)cc(S(=O)(=O)c2ccccc2)c1,9000.0,nM,=,9.0,PASS,ChEMBL,IC50,OCSCJTVVJRDXDP-UHFFFAOYSA-N
CHEMBL6024896,N#Cc1cccc(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)c1,910.0,nM,=,0.91,PASS,ChEMBL,IC50,NOVSQOKURKTTHJ-UHFFFAOYSA-N
CHEMBL5872145,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)cn1,7300.0,nM,=,7.3,PASS,ChEMBL,IC50,VXXBWOAQJWBSHM-UHFFFAOYSA-N
CHEMBL5831870,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccc(OC(F)(F)F)cc3)c2)cn1,3500.0,nM,=,3.5,PASS,ChEMBL,IC50,GNRZQAOZAOLONJ-UHFFFAOYSA-N
CHEMBL5784824,CNc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccccc3)c2)cn1,1500.0,nM,=,1.5,PASS,ChEMBL,IC50,ZHVMBURQTMKZOC-UHFFFAOYSA-N
CHEMBL5926148,N#Cc1ccc(S(=O)(=O)c2cc(-c3cnc(N)nc3C(F)(F)F)cc(N3CCOCC3)c2)cc1,1900.0,nM,=,1.9,PASS,ChEMBL,IC50,UOIGQFPHLCWPGS-UHFFFAOYSA-N
CHEMBL5802550,N#Cc1ccc(S(=O)(=O)c2cc(-c3cnc(N)cc3C(F)(F)F)cc(N3CCOCC3)c2)cc1,3900.0,nM,=,3.9,PASS,ChEMBL,IC50,BIVPSVOHMHKNQJ-UHFFFAOYSA-N
CHEMBL5810992,O=S(=O)(c1ccccc1)c1cc(-c2cnc(NCCO)nc2)cc(N2CCOCC2)c1,2900.0,nM,=,2.9,PASS,ChEMBL,IC50,UXVRSRKRBBLSJY-UHFFFAOYSA-N
CHEMBL5829379,O=S(=O)(c1ccccc1)c1cc(-c2cnc(NC3CC3)nc2)cc(N2CCOCC2)c1,2700.0,nM,=,2.7,PASS,ChEMBL,IC50,AVSDJUUZCZSIGH-UHFFFAOYSA-N
CHEMBL6001220,Cc1ccc(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)cc1,2100.0,nM,=,2.1,PASS,ChEMBL,IC50,KOGZQRMLAGNKRT-UHFFFAOYSA-N
CHEMBL5969336,CC(=O)Nc1ccc(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)cc1,2800.0,nM,=,2.8,PASS,ChEMBL,IC50,JVZHZEZJQFVOIZ-UHFFFAOYSA-N
CHEMBL5996470,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccccc3)c2)cn1,100.0,nM,=,0.1,PASS,ChEMBL,IC50,AXSUJMFUIXJCLT-UHFFFAOYSA-N
CHEMBL5750327,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc(F)cc3F)c2)cn1,270.0,nM,=,0.27,PASS,ChEMBL,IC50,BSWWWMIFNUFSMO-UHFFFAOYSA-N
CHEMBL5752575,N#Cc1cccc(CS(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)c1,380.0,nM,=,0.38,PASS,ChEMBL,IC50,KEVLFKYIMJFLKZ-UHFFFAOYSA-N
CHEMBL6028049,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc(CO)cc3)c2)cn1,370.0,nM,=,0.37,PASS,ChEMBL,IC50,HEXZJRXLBPGLGP-UHFFFAOYSA-N
CHEMBL6023462,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc(F)cc3)c2)cn1,370.0,nM,=,0.37,PASS,ChEMBL,IC50,DINYTTSGCRGAJR-UHFFFAOYSA-N
CHEMBL5754702,CC(=O)Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccccc3)c2)cn1,3100.0,nM,=,3.1,PASS,ChEMBL,IC50,UTJHTHZLECYYPO-UHFFFAOYSA-N
CHEMBL5991862,CNc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccccc3)c2)cn1,660.0,nM,=,0.66,PASS,ChEMBL,IC50,ITHJJWJNHFLZAK-UHFFFAOYSA-N
CHEMBL5860114,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccccc3)c2)cn1,450.0,nM,=,0.45,PASS,ChEMBL,IC50,LVHZEQFUPUPOLU-UHFFFAOYSA-N
CHEMBL5810147,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccccc3)c2)c(C(F)(F)F)n1,980.0,nM,=,0.98,PASS,ChEMBL,IC50,HBWOBXLZXBKWBD-UHFFFAOYSA-N
CHEMBL5846485,O=S(=O)(Cc1ccccc1)c1cc(-c2cnc(NCCO)nc2)cc(N2CCOCC2)c1,1100.0,nM,=,1.1,PASS,ChEMBL,IC50,AUFXEJFFYMFFGA-UHFFFAOYSA-N
CHEMBL5860163,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)c3ccc(N4CCOCC4)cc3)c2)cn1,1100.0,nM,=,1.1,PASS,ChEMBL,IC50,QORVXHFVBZYUAW-UHFFFAOYSA-N
CHEMBL5809460,CC(C)(O)CNc1ccc(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)cc1,2000.0,nM,=,2.0,PASS,ChEMBL,IC50,GDQGPAHJFFPPJX-UHFFFAOYSA-N
CHEMBL5915357,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)CC3CCOC3)c2)cn1,740.0,nM,=,0.74,PASS,ChEMBL,IC50,PBDNSQIGSLIDQF-UHFFFAOYSA-N
CHEMBL5848054,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)CC3CCOCC3)c2)cn1,790.0,nM,=,0.79,PASS,ChEMBL,IC50,FKLPBMTYUBSJAH-UHFFFAOYSA-N
CHEMBL6046598,CCNC(=O)Nc1ccc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc(F)cc3)c2)cc1OC,6500.0,nM,=,6.5,PASS,ChEMBL,IC50,IMHPLCQACGUQQA-UHFFFAOYSA-N
CHEMBL5848821,O=S(=O)(Cc1ccc(F)cc1)c1cc(-c2cccc(O)c2)cc(N2CCOCC2)c1,530.0,nM,=,0.53,PASS,ChEMBL,IC50,GNPGNLUFMXYLDV-UHFFFAOYSA-N
CHEMBL5992016,O=C1COc2cc(-c3cc(N4CCOCC4)cc(S(=O)(=O)Cc4ccc(F)cc4)c3)ccc2N1,4700.0,nM,=,4.7,PASS,ChEMBL,IC50,JTBYJRPQGPZWAX-UHFFFAOYSA-N
CHEMBL5972429,O=S(=O)(Cc1ccc(F)cc1)c1cc(-c2ccc3c(c2)OCCN3)cc(N2CCOCC2)c1,5900.0,nM,=,5.9,PASS,ChEMBL,IC50,NLBYCUXABQDWDS-UHFFFAOYSA-N
CHEMBL5934855,NCCNc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc(F)cc3)c2)cn1,1200.0,nM,=,1.2,PASS,ChEMBL,IC50,SQJXKDBFQOBHDB-UHFFFAOYSA-N
CHEMBL6017578,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3c[nH]c4ccccc34)c2)cn1,470.0,nM,=,0.47,PASS,ChEMBL,IC50,UEARLLHPZNDKJH-UHFFFAOYSA-N
CHEMBL5743209,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)C3CCCCC3)c2)cn1,490.0,nM,=,0.49,PASS,ChEMBL,IC50,KDLQRPLIGSYUGT-UHFFFAOYSA-N
CHEMBL5778222,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccccc3F)c2)cn1,280.0,nM,=,0.28,PASS,ChEMBL,IC50,QAAKCQGAMWFSQA-UHFFFAOYSA-N
CHEMBL5751880,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)C3CCOC3)c2)cn1,120.0,nM,=,0.12,PASS,ChEMBL,IC50,JOSFJDYSRMQQQE-UHFFFAOYSA-N
CHEMBL5762998,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)[C@@H]3CCOC3)c2)cn1,130.0,nM,=,0.13,PASS,ChEMBL,IC50,JOSFJDYSRMQQQE-MRXNPFEDSA-N
CHEMBL5885350,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)[C@H]3CCOC3)c2)cn1,110.0,nM,=,0.11,PASS,ChEMBL,IC50,JOSFJDYSRMQQQE-INIZCTEOSA-N
CHEMBL5970737,CC(C)(C)OC(=O)N1CC(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)C1,130.0,nM,=,0.13,PASS,ChEMBL,IC50,BYFFRDOLDMUBDX-UHFFFAOYSA-N
CHEMBL5785269,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc4[nH]ccc4c3)c2)cn1,260.0,nM,=,0.26,PASS,ChEMBL,IC50,XJDISKLIAOIKHD-UHFFFAOYSA-N
CHEMBL5917773,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc(NS(N)(=O)=O)cc3)c2)cn1,480.0,nM,=,0.48,PASS,ChEMBL,IC50,AIEZAQLQTGRIBK-UHFFFAOYSA-N
CHEMBL5759109,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc(N4CCOCC4)cc3)c2)cn1,410.0,nM,=,0.41,PASS,ChEMBL,IC50,LVUSAPAAXSOAIN-UHFFFAOYSA-N
CHEMBL5892264,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3c[nH]cn3)c2)cn1,460.0,nM,=,0.46,PASS,ChEMBL,IC50,FXBITLRVSYFNLQ-UHFFFAOYSA-N
CHEMBL5769693,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)CC3CCCCC3)c2)cn1,810.0,nM,=,0.81,PASS,ChEMBL,IC50,UGNHRUPSHOBCAE-UHFFFAOYSA-N
CHEMBL5758971,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)C3CNC3)c2)cn1,500.0,nM,=,0.5,PASS,ChEMBL,IC50,IBIZATYPAVCKDO-UHFFFAOYSA-N
CHEMBL6051203,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)C3CCOCC3)c2)cn1,330.0,nM,=,0.33,PASS,ChEMBL,IC50,MNXDJZUAFAEDPV-UHFFFAOYSA-N
CHEMBL5804915,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccc4[nH]cnc4c3)c2)cn1,470.0,nM,=,0.47,PASS,ChEMBL,IC50,QSULAKNUOMLTTH-UHFFFAOYSA-N
CHEMBL6015753,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)CC3CCC(F)(F)CC3)c2)cn1,1100.0,nM,=,1.1,PASS,ChEMBL,IC50,LLZHOGQVPCMBMG-UHFFFAOYSA-N
CHEMBL5923433,CC(C)N1CC(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)C1,870.0,nM,=,0.87,PASS,ChEMBL,IC50,NZRUDHORANOEMB-UHFFFAOYSA-N
CHEMBL5859804,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)C3CN(C4CCOCC4)C3)c2)cn1,1300.0,nM,=,1.3,PASS,ChEMBL,IC50,JRAOKCVZUPWKFE-UHFFFAOYSA-N
CHEMBL5775691,CC(C)(C)OC(=O)N1CCC(N2CC(S(=O)(=O)c3cc(-c4cnc(N)nc4)cc(N4CCOCC4)c3)C2)CC1,800.0,nM,=,0.8,PASS,ChEMBL,IC50,QCXHSBPQFQAHJS-UHFFFAOYSA-N
CHEMBL5964644,CC(=O)N1CC(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)C1,47.0,nM,=,0.047,PASS,ChEMBL,IC50,REVVXZMXEHLSOS-UHFFFAOYSA-N
CHEMBL5746595,CC(C)(C)OC(=O)N1CC(S(=O)(=O)c2cc(-c3cnc(N)cn3)cc(N3CCOCC3)c2)C1,540.0,nM,=,0.54,PASS,ChEMBL,IC50,VVNBBGRJUHXRIN-UHFFFAOYSA-N
CHEMBL5766478,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)cc(S(=O)(=O)C3CCOC3)c2)cn1,7600.0,nM,=,7.6,PASS,ChEMBL,IC50,ABFSEKIPQPPYFD-UHFFFAOYSA-N
CHEMBL5781418,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)cc(S(=O)(=O)[C@@H]3CCOC3)c2)cn1,9100.0,nM,=,9.1,PASS,ChEMBL,IC50,ABFSEKIPQPPYFD-OAHLLOKOSA-N
CHEMBL5916396,Nc1ncc(-c2cc(N3CCOCC3)cc(S(=O)(=O)C3CCOC3)c2)c(C(F)(F)F)n1,460.0,nM,=,0.46,PASS,ChEMBL,IC50,CMGJJOGJVKPERQ-UHFFFAOYSA-N
CHEMBL5797108,Nc1cnc(-c2cc(N3CCOCC3)cc(S(=O)(=O)Cc3ccccc3)c2)cn1,1500.0,nM,=,1.5,PASS,ChEMBL,IC50,DJOANDWLBWYWFD-UHFFFAOYSA-N
CHEMBL5797922,Nc1cnc(-c2cc(N3CCOCC3)cc(S(=O)(=O)C3CCOC3)c2)cn1,1000.0,nM,=,1.0,PASS,ChEMBL,IC50,CIJLGCSDHLXUBA-UHFFFAOYSA-N
CHEMBL5786685,CCC(=O)N1CC(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)C1,250.0,nM,=,0.25,PASS,ChEMBL,IC50,MYSAQBRFMVZHGR-UHFFFAOYSA-N
CHEMBL5961297,CC(C)C(=O)N1CC(S(=O)(=O)c2cc(-c3cnc(N)nc3)cc(N3CCOCC3)c2)C1,300.0,nM,=,0.3,PASS,ChEMBL,IC50,SMNRAFUKBPHRSF-UHFFFAOYSA-N
